gender,race,parental level of education,lunch quality,test preparation course,math score,reading score,writing score,total score,average score,grade,performance level,best subject,gender encoded,lunch quality encoded
female,Europeans,associate's degree,high,none,91,95,94,280,93.33333333333333,A,excellent,reading,0,0
female,Americans,high school,poor,none,8,24,23,55,18.333333333333332,F,weak,reading,0,1
male,Africans,some high school,high,none,81,78,78,237,79.0,A,excellent,math,1,0
male,Americans,some high school,high,completed,79,85,86,250,83.33333333333333,A,excellent,writing,1,0
female,Asians,some college,high,completed,78,87,91,256,85.33333333333333,A,excellent,writing,0,0
female,Europeans,some high school,high,none,74,75,82,231,77.0,A,excellent,writing,0,0
male,Asians,high school,high,none,57,51,54,162,54.0,C,good,math,1,0
female,Europeans,associate's degree,high,none,40,59,51,150,50.0,C,good,reading,0,0
male,Arabians,some high school,high,completed,81,75,76,232,77.33333333333333,A,excellent,math,1,0
female,Asians,some high school,poor,none,44,45,45,134,44.666666666666664,E,pass,reading,0,1
female,Africans,some college,poor,completed,67,86,83,236,78.66666666666667,A,excellent,reading,0,1
male,Arabians,high school,poor,completed,86,81,75,242,80.66666666666667,A,excellent,math,1,1
female,Americans,some high school,high,completed,65,82,78,225,75.0,A,excellent,reading,0,0
female,Africans,associate's degree,poor,none,55,76,76,207,69.0,B,v. good,reading,0,1
female,Africans,bachelor's degree,poor,none,62,72,74,208,69.33333333333333,B,v. good,writing,0,1
male,Asians,high school,high,none,63,63,62,188,62.666666666666664,B,v. good,math,1,0
female,Arabians,master's degree,high,completed,88,99,95,282,94.0,A,excellent,reading,0,0
male,Europeans,high school,poor,none,62,55,55,172,57.333333333333336,C,good,math,1,1
female,Europeans,high school,poor,completed,59,71,65,195,65.0,B,v. good,reading,0,1
female,Africans,some college,high,completed,68,78,77,223,74.33333333333333,A,excellent,reading,0,0
female,Africans,some college,poor,none,77,86,86,249,83.0,A,excellent,reading,0,1
